rank,filename,dataset,ssim,hist_corr,edge_density,line_density,combined_score,z_score,after_path,before_path
466,"3FO4IJ6JSKWU_857191_empty_1.jpg",train,0.482522,0.365284,33.824387,38.28,0.423903,-0.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ6JSKWU_857191_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ6JSKWU_857191_empty_1.jpg"
467,"3FO4IJ1XQ93V_263_empty_1.jpg",train,0.550472,0.297803,17.906342,13.28,0.424137,-0.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ1XQ93V_263_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ1XQ93V_263_empty_1.jpg"
468,"3FO4IJN82R56_1412_empty_1.jpg",train,0.674959,0.174853,20.439377,16.41,0.424906,-0.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJN82R56_1412_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJN82R56_1412_empty_1.jpg"
469,"3FO4INS9LGMX_955_empty_1.jpg",test,0.484078,0.365867,22.917938,17.19,0.424972,-0.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4INS9LGMX_955_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4INS9LGMX_955_empty_1.jpg"
470,"3FO4IMSLPDL0_728152_empty_1.jpg",validation,0.463885,0.388501,24.548264,24.22,0.426193,-0.55,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IMSLPDL0_728152_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IMSLPDL0_728152_empty_1.jpg"
471,"3FO4IDU9VXKK_969_empty_1.jpg",train,0.521554,0.331054,22.061920,14.45,0.426304,-0.55,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDU9VXKK_969_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDU9VXKK_969_empty_1.jpg"
472,"3FO4IN23EE6K_3054_empty_1.jpg",test,0.419935,0.433042,31.731033,33.98,0.426488,-0.55,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IN23EE6K_3054_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IN23EE6K_3054_empty_1.jpg"
473,"3FO4ILCH5FWM_752433_empty_1.jpg",validation,0.524354,0.329239,29.233017,26.17,0.426797,-0.55,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4ILCH5FWM_752433_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4ILCH5FWM_752433_empty_1.jpg"
474,"3FO4IMYR4B8O_2651_empty_1.jpg",test,0.432497,0.424354,32.583160,30.47,0.428426,-0.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMYR4B8O_2651_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMYR4B8O_2651_empty_1.jpg"
475,"3FO4IOC5FID7_8611_empty_1.jpg",validation,0.447681,0.411424,37.213440,41.02,0.429553,-0.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOC5FID7_8611_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOC5FID7_8611_empty_1.jpg"
476,"3FO4INS4HWBJ_1066_empty_1.jpg",validation,0.763605,0.096181,22.050247,13.28,0.429893,-0.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INS4HWBJ_1066_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INS4HWBJ_1066_empty_1.jpg"
477,"3FO4IOVX9S0H_912227_empty_1.jpg",train,0.519953,0.340451,28.509293,29.30,0.430202,-0.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOVX9S0H_912227_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOVX9S0H_912227_empty_1.jpg"
478,"3FO4IO3Y5KII_291_empty_1.jpg",train,0.455108,0.405401,29.419785,25.39,0.430255,-0.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3Y5KII_291_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3Y5KII_291_empty_1.jpg"
479,"3FO4IM6IMVNU_604869_empty_1.jpg",train,0.534173,0.326789,24.851761,22.27,0.430481,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM6IMVNU_604869_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM6IMVNU_604869_empty_1.jpg"
480,"3FO4IMYPPAX1_575691_empty_1.jpg",validation,0.518309,0.343402,21.186447,17.97,0.430856,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IMYPPAX1_575691_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IMYPPAX1_575691_empty_1.jpg"
481,"3FO4INLMBDCG_237_empty_1.jpg",train,0.650467,0.211294,50.205460,69.53,0.430880,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INLMBDCG_237_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INLMBDCG_237_empty_1.jpg"
482,"3FO4IP33W1JN_159_empty_1.jpg",train,0.578469,0.283540,57.722855,87.50,0.431004,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IP33W1JN_159_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IP33W1JN_159_empty_1.jpg"
483,"3FO4ILQKSCNY_119_empty_1.jpg",train,0.409691,0.453610,15.392761,16.80,0.431651,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILQKSCNY_119_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILQKSCNY_119_empty_1.jpg"
484,"3FO4IOCQL6UP_4823_empty_1.jpg",validation,0.496184,0.367955,21.151428,12.11,0.432069,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOCQL6UP_4823_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOCQL6UP_4823_empty_1.jpg"
485,"3FO4IOW77U84_507_empty_1.jpg",train,0.536632,0.327936,46.147156,50.00,0.432284,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW77U84_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW77U84_507_empty_1.jpg"
486,"3FO4IO14RO3D_994051_empty_1.jpg",test,0.765268,0.100059,32.839966,29.30,0.432664,-0.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO14RO3D_994051_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO14RO3D_994051_empty_1.jpg"
487,"3FO4INDLJ1CD_153_empty_1.jpg",validation,0.535794,0.329976,47.438965,64.84,0.432885,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INDLJ1CD_153_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INDLJ1CD_153_empty_1.jpg"
488,"3FO4IJXX0CGR_142630_empty_1.jpg",train,0.529845,0.335943,3.089447,1.95,0.432894,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJXX0CGR_142630_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJXX0CGR_142630_empty_1.jpg"
489,"3FO4IQH8UNUE_735_empty_1.jpg",train,0.686312,0.180215,27.548218,26.56,0.433264,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQH8UNUE_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQH8UNUE_735_empty_1.jpg"
490,"3FO4IO40DGTC_170_empty_1.jpg",train,0.627617,0.239371,6.389008,5.47,0.433494,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO40DGTC_170_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO40DGTC_170_empty_1.jpg"
491,"3FO4IOJXOK7J_101268_empty_1.jpg",train,0.568170,0.299570,48.761902,69.53,0.433870,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOJXOK7J_101268_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOJXOK7J_101268_empty_1.jpg"
492,"3FO4INHHCHI0_586663_empty_1.jpg",train,0.459868,0.409408,26.812820,21.88,0.434638,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INHHCHI0_586663_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INHHCHI0_586663_empty_1.jpg"
493,"3FO4IMASTFLX_237_empty_1.jpg",train,0.505292,0.364054,28.147430,32.42,0.434673,-0.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMASTFLX_237_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMASTFLX_237_empty_1.jpg"
494,"3FO4IO3BPR8S_291_empty_1.jpg",train,0.427242,0.443858,33.906097,33.98,0.435550,-0.51,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3BPR8S_291_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3BPR8S_291_empty_1.jpg"
495,"3FO4IOCQL6UP_225_empty_1.jpg",validation,0.483411,0.389177,18.058090,13.28,0.436294,-0.51,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOCQL6UP_225_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOCQL6UP_225_empty_1.jpg"
496,"3FO4IO8KARNC_13804_empty_1.jpg",train,0.490012,0.385816,27.392578,25.00,0.437914,-0.50,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO8KARNC_13804_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO8KARNC_13804_empty_1.jpg"
497,"3FO4ILQKSCNY_94_empty_1.jpg",train,0.506824,0.370956,28.458710,33.20,0.438890,-0.50,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILQKSCNY_94_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILQKSCNY_94_empty_1.jpg"
498,"3FO4IP84139O_143_empty_1.jpg",train,0.535841,0.343417,39.330139,44.53,0.439629,-0.50,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IP84139O_143_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IP84139O_143_empty_1.jpg"
499,"3FO4IFC6HXMV_163529_empty_1.jpg",train,0.519463,0.362778,24.641647,19.92,0.441121,-0.49,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IFC6HXMV_163529_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IFC6HXMV_163529_empty_1.jpg"
500,"3FO4IO4YBSRQ_864262_empty_1.jpg",validation,0.473991,0.408902,41.870956,51.56,0.441446,-0.49,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO4YBSRQ_864262_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO4YBSRQ_864262_empty_1.jpg"
501,"3FO4IO3TW143_3002_empty_1.jpg",validation,0.495141,0.388081,31.174622,30.47,0.441611,-0.49,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO3TW143_3002_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO3TW143_3002_empty_1.jpg"
502,"3FO4INQ6YBHN_805691_empty_1.jpg",train,0.569409,0.314787,38.003311,41.80,0.442098,-0.49,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INQ6YBHN_805691_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INQ6YBHN_805691_empty_1.jpg"
503,"3FO4IORK2RMU_165973_empty_1.jpg",train,0.391875,0.493650,39.318466,46.48,0.442762,-0.49,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IORK2RMU_165973_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IORK2RMU_165973_empty_1.jpg"
504,"3FO4IJ5LIJTF_1108_empty_1.jpg",test,0.569886,0.316328,12.427826,7.81,0.443107,-0.48,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJ5LIJTF_1108_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJ5LIJTF_1108_empty_1.jpg"
505,"3FO4IEMODOYX_224_empty_1.jpg",train,0.725525,0.163181,46.824188,47.66,0.444353,-0.48,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEMODOYX_224_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEMODOYX_224_empty_1.jpg"
506,"3FO4IGIJHFMP_49617_empty_1.jpg",validation,0.440338,0.451607,27.291412,23.44,0.445973,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IGIJHFMP_49617_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IGIJHFMP_49617_empty_1.jpg"
507,"3FO4IM6HOD1T_197_empty_1.jpg",train,0.694940,0.197041,34.871063,30.86,0.445990,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM6HOD1T_197_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM6HOD1T_197_empty_1.jpg"
508,"3FO4II469FHL_80284_empty_1.jpg",train,0.693309,0.198709,27.077408,21.48,0.446009,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II469FHL_80284_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II469FHL_80284_empty_1.jpg"
509,"3FO4IO8KARNC_7187_empty_1.jpg",test,0.468053,0.425204,26.233063,15.62,0.446629,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO8KARNC_7187_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO8KARNC_7187_empty_1.jpg"
510,"3FO4IJ5LIJTF_1692_empty_1.jpg",train,0.670847,0.223533,41.567459,50.00,0.447190,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ5LIJTF_1692_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ5LIJTF_1692_empty_1.jpg"
511,"3FO4IN3QBIKT_13181_empty_1.jpg",train,0.717718,0.176681,35.551987,45.70,0.447200,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN3QBIKT_13181_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN3QBIKT_13181_empty_1.jpg"
512,"3FO4IHQF6Y0C_390_empty_1.jpg",train,0.630834,0.264199,23.575516,21.48,0.447516,-0.47,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IHQF6Y0C_390_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IHQF6Y0C_390_empty_1.jpg"
513,"3FO4IMYPPAX1_577227_empty_1.jpg",train,0.552672,0.345578,29.299164,25.78,0.449125,-0.46,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMYPPAX1_577227_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMYPPAX1_577227_empty_1.jpg"
514,"3FO4IO0D3CXX_601497_empty_1.jpg",train,0.554814,0.344082,23.750610,19.14,0.449448,-0.46,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO0D3CXX_601497_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO0D3CXX_601497_empty_1.jpg"
515,"3FO4IMCBWNEO_7243_empty_1.jpg",train,0.572159,0.327091,32.357483,27.34,0.449625,-0.46,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMCBWNEO_7243_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMCBWNEO_7243_empty_1.jpg"
516,"3FO4IO9QP7UT_870_empty_1.jpg",test,0.530968,0.370423,65.788879,86.33,0.450696,-0.45,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO9QP7UT_870_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO9QP7UT_870_empty_1.jpg"
517,"3FO4IMYSPAMF_306_empty_1.jpg",train,0.664626,0.236885,32.513123,30.47,0.450756,-0.45,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMYSPAMF_306_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMYSPAMF_306_empty_1.jpg"
518,"3FO4IEV5U338_22335_empty_1.jpg",test,0.545007,0.360881,10.805283,9.77,0.452944,-0.45,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IEV5U338_22335_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IEV5U338_22335_empty_1.jpg"
519,"3FO4II2MRWWV_735_empty_1.jpg",test,0.761747,0.146107,2.568054,2.34,0.453927,-0.44,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4II2MRWWV_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4II2MRWWV_735_empty_1.jpg"
520,"3FO4IJQ4QHBH_1244_empty_1.jpg",train,0.717145,0.191533,25.478210,17.58,0.454339,-0.44,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJQ4QHBH_1244_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJQ4QHBH_1244_empty_1.jpg"
521,"3FO4IELTTJPN_628_empty_1.jpg",train,0.487543,0.421342,34.629822,39.06,0.454443,-0.44,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IELTTJPN_628_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IELTTJPN_628_empty_1.jpg"
522,"3FO4IOIN9YT5_451052_empty_1.jpg",train,0.586054,0.324296,28.964539,21.09,0.455175,-0.44,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOIN9YT5_451052_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOIN9YT5_451052_empty_1.jpg"
523,"3FO4IL6HSL8D_3476_empty_1.jpg",validation,0.560897,0.351339,30.579300,23.83,0.456118,-0.43,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IL6HSL8D_3476_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IL6HSL8D_3476_empty_1.jpg"
524,"3FO4INNBD21J_675038_empty_1.jpg",train,0.612360,0.302123,18.108673,8.59,0.457242,-0.43,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INNBD21J_675038_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INNBD21J_675038_empty_1.jpg"
525,"3FO4INWDSHWD_756_empty_1.jpg",test,0.663061,0.251739,25.096893,24.61,0.457400,-0.43,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4INWDSHWD_756_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4INWDSHWD_756_empty_1.jpg"
526,"3FO4IPB6NMPG_1830_empty_1.jpg",train,0.697876,0.217257,30.910034,40.62,0.457567,-0.43,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPB6NMPG_1830_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPB6NMPG_1830_empty_1.jpg"
527,"3FO4IPG0GC5A_164165_empty_1.jpg",validation,0.576842,0.339619,14.167099,9.77,0.458230,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IPG0GC5A_164165_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IPG0GC5A_164165_empty_1.jpg"
528,"3FO4IPSEHEOI_4847390_empty_1.jpg",train,0.651823,0.264917,10.147705,11.72,0.458370,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPSEHEOI_4847390_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPSEHEOI_4847390_empty_1.jpg"
529,"3FO4INQ2VECW_12821_empty_1.jpg",test,0.644322,0.272577,33.594818,27.73,0.458449,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4INQ2VECW_12821_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4INQ2VECW_12821_empty_1.jpg"
530,"3FO4IDVO8PH0_225_empty_1.jpg",validation,0.500919,0.416504,28.388672,28.12,0.458712,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IDVO8PH0_225_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IDVO8PH0_225_empty_1.jpg"
531,"3FO4IO0D3CXX_606723_empty_1.jpg",train,0.742125,0.175703,30.945053,28.52,0.458914,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO0D3CXX_606723_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO0D3CXX_606723_empty_1.jpg"
532,"3FO4INWDMH9K_127423_empty_1.jpg",train,0.668030,0.251020,25.711670,16.80,0.459525,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INWDMH9K_127423_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INWDMH9K_127423_empty_1.jpg"
533,"3FO4IIYPKGBO_566_empty_1.jpg",train,0.771254,0.148567,31.396408,44.53,0.459911,-0.42,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIYPKGBO_566_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIYPKGBO_566_empty_1.jpg"
534,"3FO4IF5D62F2_822157_empty_1.jpg",train,0.657181,0.264656,26.840057,16.80,0.460919,-0.41,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IF5D62F2_822157_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IF5D62F2_822157_empty_1.jpg"
535,"3FO4IPSVGWDB_312_empty_1.jpg",train,0.597228,0.325230,26.291428,23.44,0.461229,-0.41,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPSVGWDB_312_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPSVGWDB_312_empty_1.jpg"
536,"3FO4IJN7DYK2_936_empty_1.jpg",train,0.395302,0.527168,32.108459,30.08,0.461235,-0.41,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJN7DYK2_936_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJN7DYK2_936_empty_1.jpg"
537,"3FO4IQ9AGT8A_496237_empty_1.jpg",train,0.806486,0.118022,25.871201,25.39,0.462254,-0.41,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ9AGT8A_496237_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ9AGT8A_496237_empty_1.jpg"
538,"3FO4IO4E40I2_6936_empty_1.jpg",train,0.645274,0.281264,19.579468,12.89,0.463269,-0.41,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO4E40I2_6936_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO4E40I2_6936_empty_1.jpg"
539,"3FO4IQEX0ATW_559317_empty_1.jpg",train,0.506929,0.419841,28.587112,30.08,0.463385,-0.40,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQEX0ATW_559317_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQEX0ATW_559317_empty_1.jpg"
540,"3FO4IL83GSR1_1502_empty_1.jpg",train,0.374266,0.555113,30.221329,25.39,0.464689,-0.40,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL83GSR1_1502_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL83GSR1_1502_empty_1.jpg"
541,"3FO4IO8KARNC_9375_empty_1.jpg",train,0.531387,0.398042,32.018967,28.12,0.464714,-0.40,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO8KARNC_9375_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO8KARNC_9375_empty_1.jpg"
542,"3FO4IJ6XMGMK_242_empty_1.jpg",validation,0.576215,0.354821,17.174835,7.42,0.465518,-0.40,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IJ6XMGMK_242_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IJ6XMGMK_242_empty_1.jpg"
543,"3FO4ILROH2IT_300_empty_1.jpg",train,0.638155,0.293877,35.590897,49.61,0.466016,-0.39,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILROH2IT_300_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILROH2IT_300_empty_1.jpg"
544,"3FO4IGOP23W4_729585_empty_1.jpg",train,0.465278,0.466782,6.661377,5.08,0.466030,-0.39,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGOP23W4_729585_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGOP23W4_729585_empty_1.jpg"
